learner_id,gender,age,education_level,course_type,learning_mode,region,device_type,study_hours_per_week,videos_watched,forum_posts,assignments_completed_score,quiz_score,engagement_score,final_score,participation_level,completion_status,performance_category
LRN04059,Female,27,High School,Business,Blended,Other,Mobile,1,13 videos,2,42.4,46.3,34.5,24.85694236,Low,Not Completed,Needs Support
LRN04060,Male,28,Undergraduate,AI Fundamentals,Self-paced,Giza,Laptop,7.8,17 videos,4,79.1,83.9,65.4,76.27163471,Medium,Completed,Very Good
LRN04061,Male,21,Professional,Programming,Blended,Cairo,Mobile,9.3,32 videos,10,98.8,100,97,84.43558755,High,Completed,Excellent
LRN04062,Male,25,Undergraduate,Design,Blended,Cairo,Laptop,9,26 videos,5,82,78.2,77.1,61.48009459,High,Completed,Good
LRN04063,Female,24,Undergraduate,AI Fundamentals,Instructor-led,Cairo,Laptop,11.3,33 videos,4,93.5,83.9,100,76.67417513,High,Completed,Very Good
LRN04064,Female,34,Undergraduate,Data Analysis,Self-paced,Giza,Laptop,7.2,23 videos,1,60.7,73.4,52.5,51.73451848,Medium,Not Completed,Good
LRN04065,Male,24,High School,Data Analysis,Blended,Cairo,Mobile,3.6,23 videos,6,69.6,69.8,70.7,56.37442979,High,Not Completed,Good
LRN04066,Male,31,Undergraduate,Design,Instructor-led,Delta,Mobile,5.8,18 videos,0,40.2,49.5,55,54.95677808,Medium,Not Completed,Good
LRN04067,Male,30,Graduate,Business,Instructor-led,Delta,Laptop,6.4,21 videos,2,39.2,49.9,58.7,48.73969897,Medium,Not Completed,Needs Support
LRN04068,Male,28,Undergraduate,Programming,Instructor-led,Giza,Laptop,13,31 videos,1,95,94.8,100,89.7515354,High,Completed,Excellent
LRN04069,Male,18,Graduate,Data Analysis,Blended,Delta,Mobile,10.2,31 videos,6,100,100,97,93.54735775,High,Completed,Excellent
LRN04070,Female,27,High School,Programming,Self-paced,Delta,Laptop,1,12 videos,2,35.1,40.1,22.4,37.25930794,Low,Not Completed,Needs Support
LRN04071,Male,22,Professional,Data Analysis,Instructor-led,Cairo,Tablet,7.1,16 videos,3,74.3,84.2,69.1,70.18565214,Medium,Completed,Very Good
LRN04072,Female,23,Undergraduate,Programming,Instructor-led,Delta,Mobile,6.6,19 videos,2,68.8,81.8,78,73.91598728,High,Completed,Very Good
LRN04073,Male,33,Graduate,Data Analysis,Instructor-led,Giza,Tablet,5.6,21 videos,2,56.7,72.8,64.6,53.8511886,Medium,Not Completed,Good
LRN04074,Female,22,Undergraduate,Programming,Self-paced,Delta,Laptop,9.3,32 videos,4,81.6,92.7,79.3,71.83134331,High,Completed,Very Good
LRN04075,Female,23,Professional,Data Analysis,Self-paced,Delta,Mobile,1.5,3 videos,0,33.6,62.5,24.1,31.13700939,Low,Not Completed,Needs Support
LRN04076,Male,28,High School,AI Fundamentals,Self-paced,Other,Laptop,1,6 videos,3,40.8,44.9,33.5,34.88474217,Low,Not Completed,Needs Support
LRN04077,Male,31,Professional,Data Analysis,Blended,Giza,Laptop,6,15 videos,1,60.1,68.2,58.3,42.20561308,Medium,Not Completed,Needs Support
LRN04078,Female,37,Undergraduate,AI Fundamentals,Blended,Cairo,Laptop,9.3,26 videos,3,67.7,87.3,66.3,74.80351548,Medium,Completed,Very Good
LRN04079,Female,21,Graduate,AI Fundamentals,Instructor-led,Cairo,Laptop,7.1,24 videos,1,63.8,81.3,61.6,59.93666097,Medium,Not Completed,Good
LRN04080,Male,38,Undergraduate,Data Analysis,Self-paced,Cairo,Mobile,6.9,20 videos,1,67.3,59.6,55.2,58.37644344,Medium,Not Completed,Good
LRN04081,Female,19,Undergraduate,Business,Self-paced,Giza,Mobile,5.6,22 videos,3,69.2,79,68.7,56.21095838,High,Not Completed,Good
LRN04082,Female,27,Graduate,Data Analysis,Blended,Giza,Tablet,12.3,27 videos,3,100,85.6,86,87.55623706,High,Completed,Excellent
LRN04083,Male,21,Professional,Business,Self-paced,Alexandria,Mobile,1,3 videos,2,38.6,43,23.6,37.13426035,Low,Not Completed,Needs Support
LRN04084,Female,32,Undergraduate,AI Fundamentals,Self-paced,Other,Mobile,4.2,17 videos,3,73.5,66,47.3,54.80955427,Medium,Not Completed,Good
LRN04085,Female,38,Undergraduate,Business,Self-paced,Upper Egypt,Laptop,1.9,13 videos,3,34.6,46.1,27.7,34.48388506,Low,Not Completed,Needs Support
LRN04086,Male,34,High School,Data Analysis,Self-paced,Upper Egypt,Laptop,1,14 videos,3,42.9,65.5,29.5,35.21882825,Low,Not Completed,Needs Support
LRN04087,Female,23,High School,Business,Instructor-led,Giza,Laptop,10,33 videos,4,89.4,94,100,83.47774428,High,Completed,Excellent
LRN04088,Female,17,Graduate,Business,Self-paced,Delta,Mobile,7.2,29 videos,3,59.4,86.3,68.3,69.33643488,High,Completed,Very Good
LRN04089,Female,22,Professional,Programming,Self-paced,Other,Laptop,5.1,11 videos,4,56.4,64.1,52.1,49.51996798,Medium,Not Completed,Needs Support
LRN04090,Male,35,Undergraduate,Design,Instructor-led,Delta,Laptop,6.7,18 videos,2,51.8,67,56.9,60.7718924,Medium,Completed,Good
LRN04091,Male,21,Undergraduate,Business,Blended,Cairo,Tablet,11.8,29 videos,8,100,100,97,79.92400139,High,Completed,Very Good
LRN04092,Female,31,Undergraduate,Programming,Blended,Other,Laptop,6.2,19 videos,4,72.1,79.5,49.6,59.08674206,Medium,Not Completed,Good
LRN04093,Male,37,Graduate,Programming,Instructor-led,Giza,Mobile,7.7,23 videos,1,68.1,88,79.8,60.33910087,High,Completed,Good
LRN04094,Male,42,Undergraduate,Data Analysis,Instructor-led,Upper Egypt,Mobile,3.6,11 videos,4,65.1,80.5,64.6,61.83081306,Medium,Completed,Good
LRN04095,Female,24,Professional,AI Fundamentals,Instructor-led,Giza,Mobile,4.9,18 videos,4,55.7,48.9,78.3,49.55488366,High,Not Completed,Needs Support
LRN04096,Male,28,Undergraduate,Data Analysis,Self-paced,Other,Mobile,7.9,26 videos,4,77.7,87.9,72.4,70.11064088,High,Completed,Very Good
LRN04097,Male,27,Undergraduate,Data Analysis,Instructor-led,Cairo,Laptop,11.1,25 videos,2,85.4,100,88.7,86.67001112,High,Completed,Excellent
LRN04098,Male,22,High School,Design,Blended,Cairo,Laptop,7.3,25 videos,6,80.9,84.5,75.8,69.38122545,High,Completed,Very Good
LRN04099,Female,29,Professional,Data Analysis,Blended,Cairo,Laptop,10.5,24 videos,6,77.6,86.4,91.6,90.39349979,High,Completed,Excellent
LRN04100,Female,27,Graduate,AI Fundamentals,Self-paced,Cairo,Mobile,9.5,25 videos,3,63.1,75.7,79.6,69.83263758,High,Completed,Very Good
LRN04101,Female,29,Undergraduate,Programming,Self-paced,Other,Laptop,10.5,29 videos,5,65.1,100,77.2,75.26522841,High,Completed,Very Good
LRN04102,Male,28,Undergraduate,Programming,Instructor-led,Delta,Mobile,4.2,20 videos,2,59.3,82.3,59,55.41645063,Medium,Not Completed,Good
LRN04103,Female,37,Undergraduate,Design,Instructor-led,Delta,Tablet,7,23 videos,5,53.8,69.1,77.5,54.18140105,Medium,Not Completed,Good
LRN04104,Female,20,Undergraduate,Business,Self-paced,Giza,Mobile,6.9,23 videos,2,59.4,77.4,65.4,62.72514144,Medium,Completed,Good
LRN04105,Male,25,Graduate,Design,Blended,Other,Laptop,11.1,24 videos,3,77.9,78.1,86.4,70.33730465,High,Completed,Very Good
LRN04106,Male,28,Undergraduate,Design,Self-paced,Other,Mobile,4.5,17 videos,2,51.1,78.3,46.4,58.01442175,Medium,Not Completed,Good
LRN04107,Female,34,High School,AI Fundamentals,Blended,Giza,Mobile,1.2,15 videos,5,53.1,45.9,58.9,41.668605,Medium,Not Completed,Needs Support
LRN04108,Male,25,Undergraduate,Business,Self-paced,Giza,Laptop,7,24 videos,0,46.4,80.2,54.2,55.71541942,Medium,Not Completed,Good
LRN04109,Male,30,Professional,Design,Self-paced,Giza,Laptop,11,32 videos,2,83.6,96.6,80.9,80.26325254,High,Completed,Excellent
LRN04110,Male,35,Professional,Programming,Self-paced,Cairo,Mobile,4.5,21 videos,3,44.3,70,52.2,48.85490097,Medium,Not Completed,Needs Support
LRN04111,Female,23,Undergraduate,Design,Instructor-led,Delta,Mobile,5.9,19 videos,4,65.6,88.7,71.2,67.79072019,Medium,Completed,Very Good
LRN04112,Female,24,High School,Programming,Self-paced,Giza,Laptop,1.5,17 videos,1,67.9,66.3,43.4,60.40756484,Medium,Completed,Good
LRN04113,Male,18,Undergraduate,Business,Self-paced,Upper Egypt,Laptop,9.9,24 videos,2,69.3,70.6,66.7,65.99909669,Medium,Completed,Very Good
LRN04114,Male,23,Undergraduate,Programming,Instructor-led,Upper Egypt,Mobile,7.1,28 videos,2,70.1,76.2,75,66.99171118,Medium,Completed,Very Good
LRN04115,Male,25,High School,Programming,Self-paced,Cairo,Laptop,7.5,25 videos,2,61.8,71.9,74.7,65.49003659,High,Completed,Very Good
LRN04116,Female,27,High School,Programming,Blended,Cairo,Laptop,8.2,33 videos,3,81.8,90.9,92.5,76.78245302,High,Completed,Very Good
LRN04117,Male,29,Undergraduate,Data Analysis,Instructor-led,Giza,Laptop,5.8,16 videos,0,51.5,90.4,54.8,55.29673713,Medium,Not Completed,Good
LRN04118,Female,31,High School,Design,Instructor-led,Alexandria,Mobile,2.9,27 videos,7,77.3,72.3,91.3,50.11458471,High,Not Completed,Good
LRN04119,Female,19,High School,Data Analysis,Self-paced,Cairo,Laptop,8.1,34 videos,7,82.1,81.9,90.1,63.43585975,High,Completed,Good
LRN04120,Male,28,Graduate,Design,Blended,Giza,Mobile,9,30 videos,8,80.6,100,89.3,83.94971627,High,Completed,Excellent
LRN04121,Male,22,High School,Data Analysis,Self-paced,Upper Egypt,Mobile,1,16 videos,0,48.2,53.1,32.7,39.81899632,Low,Not Completed,Needs Support
LRN04122,Female,22,Graduate,Programming,Instructor-led,Alexandria,Laptop,5.1,15 videos,2,75.3,96.1,60.5,67.90006776,Medium,Completed,Very Good
LRN04123,Male,19,Professional,Design,Instructor-led,Upper Egypt,Laptop,13.6,36 videos,6,82.3,91.7,100,95.36143921,High,Completed,Excellent
LRN04124,Female,38,Professional,Data Analysis,Blended,Delta,Mobile,6.8,30 videos,2,82.9,78.9,79.2,69.44870448,High,Completed,Very Good
LRN04125,Female,21,Undergraduate,Business,Blended,Alexandria,Mobile,7.2,21 videos,8,60.3,69.7,74.7,48.36119944,High,Not Completed,Needs Support
LRN04126,Male,22,High School,Programming,Blended,Giza,Mobile,2.2,18 videos,5,67.5,77.7,56.7,60.92247201,Medium,Completed,Good
LRN04127,Female,20,Undergraduate,Business,Blended,Other,Laptop,8.5,29 videos,4,70.3,92.4,75.5,77.61974197,High,Completed,Very Good
LRN04128,Female,20,High School,Business,Blended,Delta,Mobile,1,15 videos,6,47.1,55.8,49.8,45.66542367,Medium,Not Completed,Needs Support
LRN04129,Male,26,High School,Design,Self-paced,Alexandria,Laptop,2.8,14 videos,5,71.7,68.6,60.4,62.13362935,Medium,Completed,Good
LRN04130,Female,34,Graduate,Business,Instructor-led,Giza,Laptop,11.9,34 videos,6,83.5,76.7,100,68.43559991,High,Completed,Very Good
LRN04131,Male,16,High School,Data Analysis,Blended,Upper Egypt,Laptop,4.8,23 videos,4,75.5,74.1,66.1,62.3434365,Medium,Completed,Good
LRN04132,Male,19,High School,AI Fundamentals,Self-paced,Cairo,Mobile,1,13 videos,1,31,65.1,30.6,33.30487024,Low,Not Completed,Needs Support
LRN04133,Male,30,Professional,Business,Instructor-led,Cairo,Laptop,9.4,27 videos,4,75,89,91.1,78.25549044,High,Completed,Very Good
LRN04134,Male,23,Undergraduate,Design,Self-paced,Giza,Laptop,12.5,28 videos,7,84.9,92.2,91.9,89.47656739,High,Completed,Excellent
LRN04135,Male,17,Graduate,Data Analysis,Self-paced,Giza,Laptop,7.4,21 videos,5,83.6,70.4,76.8,64.97935864,High,Completed,Good
LRN04136,Female,31,Professional,Data Analysis,Self-paced,Cairo,Mobile,4.4,18 videos,2,72.9,71.9,48.9,59.9480176,Medium,Not Completed,Good
LRN04137,Male,31,Undergraduate,Business,Blended,Giza,Laptop,9.4,20 videos,8,75,74.8,83.6,64.78768383,High,Completed,Good
LRN04138,Male,17,Undergraduate,Data Analysis,Blended,Alexandria,,7.3,15 videos,9,74.1,80.7,66.6,65.84242242,Medium,Completed,Very Good
LRN04139,Male,20,Graduate,AI Fundamentals,Self-paced,Giza,Laptop,7.7,22 videos,4,60.8,67.5,67.8,55.97395787,High,Not Completed,Good
LRN04140,Female,33,Graduate,Business,Self-paced,Cairo,Laptop,4.2,13 videos,0,32.5,69.1,29.8,50.63500446,Low,Not Completed,Good
LRN04141,Male,26,Graduate,Programming,Blended,Giza,Tablet,11.7,28 videos,4,91.3,88.3,91.8,76.05090945,High,Completed,Very Good
LRN04142,Female,31,High School,Business,Instructor-led,Delta,Mobile,5.8,27 videos,5,71.9,67.1,98.6,66.26118297,High,Completed,Very Good
LRN04143,Male,28,High School,Data Analysis,Instructor-led,Alexandria,Tablet,5.9,18 videos,6,68.4,70,83.5,69.86656199,High,Completed,Very Good
LRN04144,Male,28,High School,Data Analysis,Self-paced,Alexandria,Laptop,6.4,26 videos,3,71.1,84.2,72.8,57.20019775,High,Not Completed,Good
LRN04145,Male,37,High School,Programming,Self-paced,Upper Egypt,Laptop,3.8,17 videos,7,73,68.7,71.1,61.7112535,High,Completed,Good
LRN04146,Female,37,Graduate,Programming,Self-paced,Cairo,Laptop,10.2,26 videos,4,82.3,85.7,76.8,74.64556232,High,Completed,Very Good
LRN04147,Male,19,Undergraduate,Data Analysis,Instructor-led,Alexandria,Laptop,8.2,19 videos,3,68.2,70.3,73.7,59.54909845,Medium,Not Completed,Good
LRN04148,Male,18,Undergraduate,Business,Blended,Cairo,Mobile,7.2,28 videos,4,59.3,75.3,74.7,67.96052844,High,Completed,Very Good
LRN04149,Female,31,High School,AI Fundamentals,Self-paced,Giza,Mobile,2.1,18 videos,4,47.5,64.5,49.8,54.66981171,Medium,Not Completed,Good
LRN04150,Female,16,Graduate,AI Fundamentals,Self-paced,Giza,Laptop,11.9,25 videos,5,100,100,97,92.20993067,High,Completed,Excellent
LRN04151,Male,27,Undergraduate,Data Analysis,Instructor-led,Delta,Mobile,3.1,9 videos,0,54.9,53,51.5,43.57115275,Low,Not Completed,Needs Support
LRN04152,Male,38,Undergraduate,Data Analysis,Instructor-led,Giza,Laptop,11.5,31 videos,4,77.4,78.2,99.2,68.52536382,High,Completed,Very Good
LRN04153,Male,25,High School,Business,Self-paced,Giza,Laptop,7.3,29 videos,6,100,89.9,85.6,80.32491593,High,Completed,Excellent
LRN04154,Male,24,High School,Business,Instructor-led,Cairo,Mobile,5.5,31 videos,2,98.3,85.6,97.6,77.68674216,High,Completed,Very Good
LRN04155,Female,37,Professional,Business,Instructor-led,Giza,Laptop,8.8,23 videos,5,83.6,87.2,85.3,75.05525772,High,Completed,Very Good
LRN04156,Male,22,Undergraduate,AI Fundamentals,Blended,Upper Egypt,Laptop,12.7,30 videos,5,95.1,92.5,94.4,82.70556784,High,Completed,Excellent
LRN04157,Female,29,Undergraduate,Business,Self-paced,Cairo,Mobile,5.6,24 videos,5,77.8,85.1,76.9,66.17086156,High,Completed,Very Good
LRN04158,Male,42,Undergraduate,Design,Blended,Giza,Tablet,11.7,35 videos,4,88.6,100,90.6,84.77531085,High,Completed,Excellent
LRN04159,Female,34,Undergraduate,Programming,Self-paced,Giza,Laptop,9.6,23 videos,2,69.6,72.2,75.3,59.25354593,High,Not Completed,Good
LRN04160,Female,16,Professional,Design,Blended,Cairo,Laptop,11.8,32 videos,11,95.1,97.4,97,91.88705923,High,Completed,Excellent
LRN04161,Female,33,Graduate,Programming,Blended,Other,Mobile,11.1,32 videos,4,83.3,95.2,97,78.60846351,High,Completed,Very Good
LRN04162,Male,35,High School,Data Analysis,Self-paced,Delta,Laptop,1.1,12 videos,1,44.9,59.2,36.8,40.74518897,Low,Not Completed,Needs Support
LRN04163,Female,21,Professional,Data Analysis,Blended,Upper Egypt,Laptop,5.3,17 videos,4,65.2,59.7,59.1,51.63357153,Medium,Not Completed,Good
LRN04164,Male,29,High School,Data Analysis,Instructor-led,Delta,Mobile,2.9,20 videos,4,73.3,74.8,73,64.67599942,Medium,Completed,Good
LRN04165,Male,28,Graduate,Data Analysis,Self-paced,Cairo,Tablet,7.7,27 videos,5,75.1,68.1,70.8,65.90718197,High,Completed,Very Good
LRN04166,Male,33,Professional,Data Analysis,Instructor-led,Giza,Laptop,8.1,19 videos,5,76,96.5,77.9,77.37018945,Medium,Completed,Very Good
LRN04167,Male,49,High School,Programming,Instructor-led,Giza,Mobile,4.7,29 videos,3,87.6,84.7,93.3,68.12053893,High,Completed,Very Good
LRN04168,Female,37,Undergraduate,Programming,Blended,Cairo,Laptop,7.9,25 videos,4,63,66.4,56.9,55.72771585,Medium,Not Completed,Good
LRN04169,Female,24,High School,AI Fundamentals,Instructor-led,Cairo,Laptop,2.3,11 videos,1,42.7,43.2,47.1,45.06629839,Low,Not Completed,Needs Support
LRN04170,Female,29,Undergraduate,Data Analysis,Self-paced,Giza,Mobile,1,9 videos,3,40.5,52.9,31.1,33.95056972,Low,Not Completed,Needs Support
LRN04171,Female,19,High School,Business,Self-paced,Giza,Laptop,6.5,24 videos,6,97.5,88.2,92.3,84.15140613,High,Completed,Excellent
LRN04172,Female,30,High School,Design,Blended,Upper Egypt,Laptop,7.5,31 videos,11,99.4,83.7,97,79.49429263,High,Completed,Very Good
LRN04173,Male,26,High School,Design,Self-paced,Delta,Laptop,4.2,21 videos,3,62,48.9,55.8,45.5861818,Medium,Not Completed,Needs Support
LRN04174,Male,19,Undergraduate,Business,Self-paced,Alexandria,Mobile,4.7,22 videos,1,41.7,59,55.4,46.84780296,Medium,Not Completed,Needs Support
LRN04175,Female,22,Undergraduate,Data Analysis,Blended,Cairo,Laptop,10.2,31 videos,9,84.4,75.3,95.9,70.63397664,High,Completed,Very Good
LRN04176,Male,31,High School,AI Fundamentals,Blended,Cairo,Laptop,6.3,30 videos,4,68.8,83.9,70.3,70.16436889,High,Completed,Very Good
LRN04177,Male,30,Undergraduate,Data Analysis,Instructor-led,Other,Mobile,8.2,21 videos,4,78,83.9,78.9,66.93538858,High,Completed,Very Good
LRN04178,Male,37,Undergraduate,AI Fundamentals,Self-paced,Alexandria,Laptop,6.1,17 videos,5,62.8,72.6,48.9,58.53830986,Medium,Not Completed,Good
LRN04179,Female,26,Undergraduate,AI Fundamentals,Self-paced,Alexandria,Laptop,6.3,25 videos,3,64,62.1,62.8,60.72804433,Medium,Completed,Good
LRN04180,Male,16,Undergraduate,Data Analysis,Self-paced,Giza,Laptop,5.6,13 videos,2,37,54.5,41.2,43.17365216,Low,Not Completed,Needs Support
LRN04181,Female,30,Graduate,Business,Blended,Cairo,Laptop,8.9,27 videos,1,47.7,85.7,56.8,57.55491637,Medium,Not Completed,Good
LRN04182,Female,25,Undergraduate,Design,Self-paced,Delta,Mobile,7.5,28 videos,2,79.1,74.7,72.3,67.30853312,High,Completed,Very Good
LRN04183,Female,32,Undergraduate,AI Fundamentals,Instructor-led,Cairo,Mobile,1.4,8 videos,3,56.3,66.3,52.8,45.28891775,Low,Not Completed,Needs Support
LRN04184,Female,35,Graduate,Design,Blended,Alexandria,Laptop,11.6,35 videos,4,75,84.6,85.9,73.76334545,High,Completed,Very Good
LRN04185,Female,22,Professional,Business,Instructor-led,Cairo,Laptop,5.2,15 videos,2,43.8,85.7,49.3,52.34858358,Low,Not Completed,Good
LRN04186,Male,36,Graduate,Business,Instructor-led,Delta,Laptop,9.4,24 videos,7,77.4,79.8,89.9,68.97376474,High,Completed,Very Good
LRN04187,Female,25,High School,Data Analysis,Instructor-led,Other,Laptop,4.5,12 videos,6,49.5,56.1,72.7,53.30287562,Medium,Not Completed,Good
LRN04188,Female,23,Undergraduate,AI Fundamentals,Instructor-led,Delta,Laptop,12.3,26 videos,6,90.9,100,100,92.4847065,High,Completed,Excellent
LRN04189,Female,16,Undergraduate,Programming,Blended,Cairo,Laptop,8.2,19 videos,7,75.7,81.9,66.3,72.67636691,Medium,Completed,Very Good
LRN04190,Male,29,High School,Data Analysis,Instructor-led,Alexandria,Mobile,6.1,33 videos,3,98.8,81,98.8,78.90058984,High,Completed,Very Good
LRN04191,Male,25,Undergraduate,Programming,Self-paced,Cairo,Laptop,5.5,13 videos,1,61.3,70.6,39.4,59.66072373,Low,Not Completed,Good
LRN04192,Female,35,Undergraduate,Business,Self-paced,Upper Egypt,Mobile,5.5,19 videos,3,71.2,90.1,57,61.75050781,Medium,Completed,Good
LRN04193,Female,26,Graduate,AI Fundamentals,Self-paced,Delta,Laptop,7.3,17 videos,2,75.8,99.3,59.7,77.91074595,Medium,Completed,Very Good
LRN04194,Female,20,Graduate,Data Analysis,Instructor-led,Upper Egypt,Tablet,12.3,34 videos,4,96.9,86.1,100,88.74780609,High,Completed,Excellent
LRN04195,Female,38,Undergraduate,Design,Self-paced,Cairo,Mobile,9.3,35 videos,3,76,96.7,90.5,78.58415798,High,Completed,Very Good
LRN04196,Male,27,Undergraduate,Programming,Self-paced,Upper Egypt,Mobile,4.6,11 videos,4,49.5,46.1,51.5,43.60532827,Medium,Not Completed,Needs Support
LRN04197,Male,33,High School,Data Analysis,Blended,Delta,Laptop,6,25 videos,7,79.6,84.2,78.1,74.97152906,High,Completed,Very Good
LRN04198,Female,39,Undergraduate,Data Analysis,Self-paced,Cairo,Mobile,5.1,20 videos,0,67.9,76.4,51.2,61.34434663,Medium,Completed,Good
LRN04199,Male,16,Graduate,AI Fundamentals,Self-paced,Upper Egypt,Laptop,5.4,15 videos,5,44.3,61.7,41.3,46.55741063,Low,Not Completed,Needs Support
LRN04200,Male,29,Professional,Design,Self-paced,Giza,Mobile,5.5,22 videos,5,66.9,85.7,69.7,62.80880976,High,Completed,Good
LRN04201,Female,22,Graduate,Programming,Instructor-led,Upper Egypt,Mobile,6.3,26 videos,3,79.6,66.3,80.7,59.66352949,High,Not Completed,Good
LRN04202,Male,24,Undergraduate,Data Analysis,Instructor-led,Giza,Laptop,11.4,30 videos,3,100,96.3,94.4,87.24657362,High,Completed,Excellent
LRN04203,Female,31,High School,AI Fundamentals,Self-paced,Giza,Mobile,1.4,12 videos,2,56.7,57.6,47.9,39.31327901,Medium,Not Completed,Needs Support
LRN04204,Male,41,Graduate,Programming,Self-paced,Giza,Laptop,13.5,28 videos,5,94,99.8,96.8,92.25111652,High,Completed,Excellent
LRN04205,Female,23,High School,Data Analysis,Instructor-led,Cairo,Laptop,7.5,20 videos,2,86.1,94,78.8,67.31343716,High,Completed,Very Good
LRN04206,Male,26,Graduate,Design,Blended,Cairo,Laptop,11.8,30 videos,3,83,93.3,88.6,82.09994115,High,Completed,Excellent
LRN04207,Female,32,Undergraduate,Programming,Blended,Upper Egypt,Mobile,5.9,21 videos,6,98.1,93.5,78.8,76.34588237,High,Completed,Very Good
LRN04208,Male,16,Undergraduate,Business,Instructor-led,Other,Mobile,8.3,26 videos,2,83.2,98.2,84.6,76.53293056,High,Completed,Very Good
LRN04209,Female,26,Undergraduate,Business,Blended,Alexandria,Laptop,8.9,20 videos,3,81.2,76.7,73.5,67.58231675,High,Completed,Very Good
LRN04210,Male,27,Undergraduate,Data Analysis,Self-paced,Giza,Mobile,2.2,8 videos,2,51.4,64,26.2,27.83865234,Low,Not Completed,Needs Support
LRN04211,Male,16,Graduate,Programming,Blended,Alexandria,Laptop,12.3,27 videos,3,89.9,100,85.5,82.20551493,High,Completed,Excellent
LRN04212,Male,31,High School,Programming,Instructor-led,Delta,Laptop,5.1,20 videos,4,80.9,70.5,81.8,61.00154513,High,Completed,Good
LRN04213,Male,36,High School,Data Analysis,Instructor-led,Giza,Laptop,1.5,15 videos,2,64.9,72.2,62.4,50.89992726,Medium,Not Completed,Good
LRN04214,Male,18,Undergraduate,Data Analysis,Self-paced,Giza,Mobile,6.2,22 videos,0,68.2,76.3,55.8,75.4798831,Medium,Completed,Very Good
LRN04215,Female,23,Undergraduate,Programming,Self-paced,Giza,Laptop,8.5,27 videos,4,83.4,89.7,75,67.10040878,High,Completed,Very Good
LRN04216,Male,28,Undergraduate,Business,Blended,Giza,Mobile,3.9,15 videos,4,52.2,74.4,54.7,55.13070285,Medium,Not Completed,Good
LRN04217,Female,30,Undergraduate,Data Analysis,Self-paced,Cairo,Laptop,1.1,10 videos,1,47,44.1,18,27.68705878,Low,Not Completed,Needs Support
LRN04218,Male,41,Graduate,Programming,Self-paced,Delta,Tablet,3.2,9 videos,2,50,62.5,27.9,37.95394163,Low,Not Completed,Needs Support
LRN04219,Male,25,Graduate,Business,Self-paced,Delta,Laptop,5,10 videos,1,59.7,75,38,46.04098262,Low,Not Completed,Needs Support
LRN04220,Female,18,Undergraduate,Data Analysis,Blended,Cairo,Laptop,10.7,35 videos,3,74.8,95.3,84.8,83.21650165,High,Completed,Excellent
LRN04221,Male,19,Undergraduate,Programming,Self-paced,Other,Mobile,8.3,20 videos,3,81.5,83.1,77.1,77.54207488,High,Completed,Very Good
LRN04222,Male,19,High School,Programming,Self-paced,Upper Egypt,Mobile,2.5,25 videos,6,76.7,80.3,74.1,60.9986796,High,Completed,Good
LRN04223,Male,26,Professional,AI Fundamentals,Self-paced,Upper Egypt,Laptop,8.2,14 videos,2,78.4,80.6,47,68.33068889,Medium,Completed,Very Good
LRN04224,Female,21,Graduate,Data Analysis,Self-paced,Delta,Laptop,6.4,15 videos,4,63.7,74.7,45.5,51.11085842,Medium,Not Completed,Good
LRN04225,Female,21,High School,Programming,Instructor-led,Cairo,Mobile,5,30 videos,4,87.6,84.3,92.8,71.95950103,High,Completed,Very Good
LRN04226,Female,21,Undergraduate,Design,Blended,Cairo,Tablet,3.9,5 videos,2,52.2,58.4,28.1,45.62481877,Low,Not Completed,Needs Support
LRN04227,Male,35,Graduate,Programming,Self-paced,Cairo,Laptop,10.5,26 videos,4,85.4,99.3,77.9,75.07894246,High,Completed,Very Good
LRN04228,Male,23,Undergraduate,AI Fundamentals,Blended,Delta,Mobile,4.9,16 videos,7,54.8,74.2,59.9,51.87344207,Medium,Not Completed,Good
LRN04229,Female,18,Undergraduate,Design,Self-paced,Alexandria,Mobile,6.7,26 videos,2,74.1,78.4,67.9,65.02751252,High,Completed,Very Good
LRN04230,Male,38,Professional,Design,Self-paced,Delta,Mobile,4.8,29 videos,1,59.9,75.5,50.5,55.52646482,Medium,Not Completed,Good
LRN04231,Male,25,Graduate,Data Analysis,Self-paced,Upper Egypt,Laptop,4.9,8 videos,3,51.4,73.9,38.8,45.00341727,Low,Not Completed,Needs Support
LRN04232,Male,24,Professional,Programming,Self-paced,Alexandria,Laptop,10.3,26 videos,1,70.3,65.2,70.6,73.91986368,High,Completed,Very Good
LRN04233,Male,25,Undergraduate,Data Analysis,Self-paced,Giza,Laptop,10.3,27 videos,3,81.9,73.6,74.3,65.11585237,High,Completed,Very Good
LRN04234,Female,20,High School,AI Fundamentals,Blended,Giza,Mobile,6.8,29 videos,5,75.2,73.6,89.5,72.66385867,High,Completed,Very Good
LRN04235,Male,30,Graduate,Data Analysis,Blended,Upper Egypt,Mobile,10.9,33 videos,6,95.3,100,91.3,88.784276,High,Completed,Excellent
LRN04236,Male,26,Graduate,AI Fundamentals,Self-paced,Upper Egypt,Laptop,10.8,26 videos,1,72.4,78.4,73.3,64.81315204,High,Completed,Good
LRN04237,Male,26,Undergraduate,Design,Self-paced,Other,Laptop,11.2,31 videos,5,77.9,84.6,76,75.5612957,High,Completed,Very Good
LRN04238,Female,34,Undergraduate,Data Analysis,Self-paced,Cairo,Laptop,11.7,26 videos,2,92.6,86.4,83.7,75.28707917,High,Completed,Very Good
